confidenceRank	structurePerIdRank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	ConfidenceScoreApproximate	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id	featureId
239	1	1	1	1	0.6799068438283081	0.6799068438283081	-97.1540174845151	N/A	10.485493906136613	C19H25NO	[M + H]+	XICKFFMQHHMRFO	InChI=1S/C19H25NO/c1-3-4-5-6-7-8-9-13-17-15(2)19(21)16-12-10-11-14-18(16)20-17/h8-12,14H,3-7,13H2,1-2H3,(H,20,21)	2-(2-Nonenyl)-3-Methyl-4-Quinolonone	CCCCCCC=CCC1=C(C(=O)C2=CC=CC=C2N1)C	5.8	10401590;54470642	COCONUT:(CNP0422010);PUBCHEMANNOTATIONBIO;MiMeDB:(MMDBc0007632);SUPERNATURAL:(SN0430794);PUBCHEM:(10401590 54470642);LOTUS:(Q77382851 Q104201007);PUBMED	1362100290	284.20111	247.28218750000002	1681_mzmine_results_sirius_6495	6495
240	1	1	1	1	0.6797254184061379	0.9829324770263762	-36.03064775670046	N/A	84.17590253541444	C15H20N2O3	[M + H]+	KDAHZWKHYACWHQ	InChI=1S/C15H20N2O3/c1-3-9(2)13-15(20)16-12(14(19)17-13)8-10-4-6-11(18)7-5-10/h4-7,9,12-13,18H,3,8H2,1-2H3,(H,16,20)(H,17,19)	Cyclo-(Leu-Tyr)	CCC(C)C1C(=O)NC(C(=O)N1)CC2=CC=C(C=C2)O	2.0	101853289;131930409;44197783	COCONUT:(CNP0187420);SUPERNATURAL:(SN0182273);PUBCHEM:(101853289 131930409 44197783);LOTUS:(Q105139049);TRAIN;KNAPSACK:(KDAHZWKHYACWHQ-UHFFFAOYSA-N)	271597586	277.1549	82.01025778472425	765_mzmine_results_sirius_3452	3452
241	1	1	1	1	0.6785223506423639	0.6785223506423639	-234.31484224746293	N/A	46.77354840014871	C17H31NO3	[M + H3N + H]+	NHBVWLXEMGXQJL	InChI=1S/C17H31NO3/c1-10(2)8-15(17(20)21)18-16(19)14-9-12(5)6-7-13(14)11(3)4/h10-15H,6-9H2,1-5H3,(H,18,19)(H,20,21)	N-[[(1S,3S,4R)-p-Menthane-3-yl]carbonyl]-L-leucine	CC1CCC(C(C1)C(=O)NC(CC(C)C)C(=O)O)C(C)C	4.4	101509938	PUBCHEM:(101509938);TeroMol:(TKC085027)	8388610	315.26433	132.28462523043157	1180_mzmine_results_sirius_5350	5350
242	1	1	1	1	0.6777914716540779	0.9456572915835811	-112.77987455317206	N/A	39.28779858669428	C9H18N2O3	[M + H]+	RDIKFPRVLJLMER	InChI=1S/C9H18N2O3/c1-5(2)4-7(9(13)14)11-8(12)6(3)10/h5-7H,4,10H2,1-3H3,(H,11,12)(H,13,14)	N-(2-Aminopropanoyl) Leucine	CC(C)CC(C(=O)O)NC(=O)C(C)N	-0.05845946	6992128;6992387;6992388;6992389;6992390;6992391;6992392;129639408;129641874;23615548;78973229;78975663;61157877;152752938;96801;259583	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0028691 HMDB0251509);MiMeDB:(MMDBc0000466);BloodExposome:(96801 259583);SUPERNATURAL:(SN0322270);PUBCHEM:(6992128 6992387 6992388 6992389 6992390 6992391 6992392 129639408 129641874 23615548 78973229 78975663 61157877 152752938 96801 259583);FooDB:(FDB111750);GNPS:(CCMSLIB00003136127);NORMAN:(NS00048284);COCONUT:(CNP0079790);METACYC:(CPD-13398);CHEBI:(73770 73838 74389 177395);LOTUS:(Q82913082 Q27144098);DSSTox:(DTXSID30426310 DTXSID80936873 DTXSID901316186 DTXSID90426311);PUBCHEMANNOTATIONDRUG;PUBMED	139375941738	203.13924	42.69784790039063	280_mzmine_results_sirius_1415	1415
243	1	1	1	1	0.6763016366601549	0.6763016366601549	-85.12125732693245	N/A	61.78791408821813	C19H30N2O12	[M + H]+	MWWQKONGFKUAEK	InChI=1S/C19H30N2O12/c1-6(17(27)28)30-16-12(21-8(3)24)18-29-5-10(32-18)15(16)33-19-11(20-7(2)23)14(26)13(25)9(4-22)31-19/h6,9-16,18-19,22,25-26H,4-5H2,1-3H3,(H,20,23)(H,21,24)(H,27,28)	(2R)-2-[[(1R,2S,3R,4R)-4-acetamido-2-[(2S,3R,4R,5S,6R)-3-acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-6,8-dioxabicyclo[3.2.1]octan-3-yl]oxy]propanoic acid	CC(C(=O)O)OC1C(C2OCC(C1OC3C(C(C(C(O3)CO)O)O)NC(=O)C)O2)NC(=O)C	-3.2	129320401;90658410;73729048	PUBCHEMANNOTATIONBIO;PUBCHEM:(129320401 90658410 73729048);MiMeDB:(MMDBc0031622);METACYC:(CPD0-1081 CPD0-2693);PUBCHEMANNOTATIONDRUG	1124075522	479.18599	43.94833831787109	288_mzmine_results_sirius_1448	1448
244	1	1	1	1	0.6749237133196726	0.6749237133196726	-275.48734008461093	N/A	22.030328891411123	C19H31NO	[M + Na]+	FYJJXENSONZJRG	InChI=1S/C19H31NO/c1-20(2)15-10-16-21-19(13-8-3-4-9-14-19)17-18-11-6-5-7-12-18/h5-7,11-12H,3-4,8-10,13-17H2,1-2H3	Bencyclane	CN(C)CCCOC1(CCCCCC1)CC2=CC=CC=C2	4.6	86308591;2312	NORMAN:(NS00005558);PUBCHEMANNOTATIONBIO;HMDB:(HMDB0248944);BloodExposome:(2312);CHEBI:(135205);MESH:(2312);PUBCHEM:(86308591 2312);DSSTox:(DTXSID0022646);PUBCHEMANNOTATIONDRUG;PUBMED	137493741678	312.23159	269.7475	1747_mzmine_results_sirius_6621	6621
245	1	1	1	1	0.674409590951536	0.6981630580939095	-99.00696831563288	N/A	45.10915327304718	C12H24N2O3	[M + H]+	AZLASBBHHSLQDB	InChI=1S/C12H24N2O3/c1-5-8(4)10(12(16)17)14-11(15)9(13)6-7(2)3/h7-10H,5-6,13H2,1-4H3,(H,14,15)(H,16,17)	2-[(2-amino-1-hydroxy-4-methylpentylidene)amino]-3-methylpentanoic acid	CCC(C)C(C(=O)O)NC(=O)C(CC(C)C)N	1.0697137	113342193;7010533;7010534;92148271;92178695;92271636;92271637;92271638;61159028;61173670;61174008;13879968;13879969;92529444;92529445;435718	COCONUT:(CNP0081590);HMDB:(HMDB0028932);BloodExposome:(7010534 435718);CHEBI:(74540);SUPERNATURAL:(SN0019506);PUBCHEM:(113342193 7010533 7010534 92148271 92178695 92271636 92271637 92271638 61159028 61173670 61174008 13879968 13879969 92529444 92529445 435718);FooDB:(FDB111959);GNPS:(CCMSLIB00003139268 CCMSLIB00003137691);LOTUS:(Q27144717);DSSTox:(DTXSID20426667);PUBMED	138251604074	245.18629	107.23886763703248	1000_mzmine_results_sirius_4593	4593
246	1	1	1	1	0.6729141553711454	0.6729141553711454	-18.17515032639281	N/A	82.12262561900691	C9H18N2O4	[M + H]+	CKHWEVXPLJBEOZ	InChI=1S/C9H18N2O4/c1-4(2)7(9(14)15)11-8(13)6(10)5(3)12/h4-7,12H,10H2,1-3H3,(H,11,13)(H,14,15)	Thr-Val	CC(C)C(C(=O)O)NC(=O)C(C(C)O)N	-0.9965725	4278432;7020901;7020902;6427007;416721	COCONUT:(CNP0346940);HMDB:(HMDB0029074 HMDB0304791);CHEBI:(177260 90328);SUPERNATURAL:(SN0048066);PUBCHEM:(4278432 7020901 7020902 6427007 416721);FooDB:(FDB098228 FDB098229 FDB112080);DSSTox:(DTXSID90971538);TRAIN	137978986538	219.13419	25.303479424435864	81_mzmine_results_sirius_376	376
247	1	1	1	1	0.6729140796717459	0.6729140796717459	-217.96105604012035	N/A	68.23413275881234	C17H21NO2	[M + H]+	GSHMWRYFEURPHY	InChI=1S/C17H21NO2/c1-5-18-15-9-7-6-8-13(15)16(20-4)14(17(18)19)11-10-12(2)3/h6-10H,5,11H2,1-4H3	1-ethyl-4-methoxy-3-(3-methylbut-2-en-1-yl)-1,2-dihydroquinolin-2-one	CCN1C2=CC=CC=C2C(=C(C1=O)CC=C(C)C)OC	3.5	162821523	SUPERNATURAL:(SN0114025);COCONUT:(CNP0081612);PUBCHEM:(162821523)	3145730	272.16466	204.6322119039046	1504_mzmine_results_sirius_6096	6096
248	1	1	1	1	0.6725343117162507	0.8456016784395524	-114.10223341994222	N/A	57.68127668201453	C15H22N2O4	[M + H]+	QJKMCQRFHJRIPU	InChI=1S/C15H22N2O4/c1-3-9(2)13(15(20)21)17-14(19)12(16)8-10-4-6-11(18)7-5-10/h4-7,9,12-13,18H,3,8,16H2,1-2H3,(H,17,19)(H,20,21)		CCC(C)C(C(=O)O)NC(=O)C(CC1=CC=C(C=C1)O)N	1.1342741	103869075;103869078;103869472;7019109;7019110;14282475;133126518;104904954;104904955;61158847;61174505	COCONUT:(CNP0463620);HMDB:(HMDB0029108);BloodExposome:(7019110);CHEBI:(74993);SUPERNATURAL:(SN0307101);PUBCHEM:(103869075 103869078 103869472 7019109 7019110 14282475 133126518 104904954 104904955 61158847 61174505);FooDB:(FDB112112);GNPS:(CCMSLIB00003136787);LOTUS:(Q27145058);PUBMED	812650602	295.16498	73.9025	683_mzmine_results_sirius_3132	3132
249	1	1	1	1	0.6723458587969513	0.6723458587969513	-104.85730714296736	N/A	50.097378074477064	C18H23NO2	[M + H]+	LOUOCBKBIWBTTR	InChI=1S/C18H23NO2/c1-2-3-4-5-6-7-8-11-15-14-18(20)16-12-9-10-13-17(16)19(15)21/h8-14,21H,2-7H2,1H3	(E)-1-Hydroxy-2-(Non-1-En-1-Yl)Quinolin-4-One	CCCCCCCC=CC1=CC(=O)C2=CC=CC=C2N1O	5.4	85960509;129626647	SUPERNATURAL:(SN0211369);COCONUT:(CNP0081756);PUBCHEM:(85960509 129626647);CHEBI:(137441)	3145762	286.18046	239.95718749999997	1661_mzmine_results_sirius_6443	6443
250	1	1	1	1	0.6691212210372188	0.6691212210372188	-195.79177960195892	N/A	61.721953203928024	C11H16FNO5	[M + H3N + H]+	CHYMSTOABGKDIQ	InChI=1S/C11H16FNO5/c1-11(2,3)18-10(17)8(14)13-5-6(12)4-7(13)9(15)16/h6-7H,4-5H2,1-3H3,(H,15,16)	(2S,4R)-4-fluoro-1-[2-[(2-methylpropan-2-yl)oxy]-2-oxoacetyl]pyrrolidine-2-carboxylic acid	CC(C)(C)OC(=O)C(=O)N1CC(CC1C(=O)O)F	1.2	134284993	PUBCHEM:(134284993)	2	279.13405	48.06485344856978	373_mzmine_results_sirius_1810	1810
251	1	1	1	1	0.6670243238283823	0.9325972368958578	-80.45794779582775	N/A	52.938812727737776	C18H25NO2	[M + H]+	JYFNTDPGDPZMCM	InChI=1S/C18H25NO2/c1-2-3-4-5-6-7-8-11-15-14-18(20)16-12-9-10-13-17(16)19(15)21/h9-10,12-14,21H,2-8,11H2,1H3	Nqno	CCCCCCCCCC1=CC(=O)C2=CC=CC=C2N1O	5.6	6398496;130804	NORMAN:(NS00073263);COCONUT:(CNP0272498);PUBCHEMANNOTATIONBIO;SUPERNATURAL:(SN0178527 SN0209250);MESH:(130804);PUBCHEM:(6398496 130804);LOTUS:(Q82932445);DSSTox:(DTXSID00953562);PUBMED	137727574086	288.1963	237.4092962421575	1653_mzmine_results_sirius_6426	6426
252	1	1	1	1	0.6658725539401735	0.9814868376074266	-85.46356012798755	N/A	63.201653008597795	C18H20N2O4	[M + H]+	FSXRLASFHBWESK	InChI=1S/C18H20N2O4/c19-15(10-12-4-2-1-3-5-12)17(22)20-16(18(23)24)11-13-6-8-14(21)9-7-13/h1-9,15-16,21H,10-11,19H2,(H,20,22)(H,23,24)	2-(2-amino-3-phenylpropanamido)-3-(4-hydroxyphenyl)propanoic acid	C1=CC=C(C=C1)CC(C(=O)NC(CC2=CC=C(C=C2)O)C(=O)O)N	1.621602	102565441;23276349;7009556;124338901;515709;13341191;71375062;71412571	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0029007 HMDB0256384);BloodExposome:(515709 13341191);SUPERNATURAL:(SN0094708);PUBCHEM:(102565441 23276349 7009556 124338901 515709 13341191 71375062 71412571);FooDB:(FDB112023);TRAIN;COCONUT:(CNP0373054);CHEBI:(73637);LOTUS:(Q27142982);DSSTox:(DTXSID10832117 DTXSID30333656 DTXSID30797815);PUBMED	138268393578	329.14988	68.93495765686035	604_mzmine_results_sirius_2818	2818
253	1	1	1	1	0.6656469925672136	0.6656469925672136	-430.77985352100757	N/A	36.24436360849047	C21H28N4O5	[M + H3N + H]+	SKPQXOSVPKPXML	InChI=1S/C21H28N4O5/c26-18(27)13-23-20(29)17-9-5-11-25(17)21(30)16(12-14-6-2-1-3-7-14)24-19(28)15-8-4-10-22-15/h1-3,6-7,15-17,22H,4-5,8-13H2,(H,23,29)(H,24,28)(H,26,27)	2-[[1-[3-Phenyl-2-(pyrrolidine-2-carbonylamino)propanoyl]pyrrolidine-2-carbonyl]amino]acetic acid	C1CC(NC1)C(=O)NC(CC2=CC=CC=C2)C(=O)N3CCCC3C(=O)NCC(=O)O	-1.6	9823194;13118753;133885;71355730	MESH:(133885);PUBCHEM:(9823194 13118753 133885 71355730);DSSTox:(DTXSID501002591);PUBMED	137438953542	434.24011	144.14999999999998	1241_mzmine_results_sirius_5541	5541
254	1	1	1	1	0.6624913472661523	0.6624913472661523	-349.6682978273019	N/A	33.248944138075736	C18H26N2O3	[M + H]+	KSTRUJQGGSFPCI	InChI=1S/C18H26N2O3/c1-12(2)15(20-18(23)16(21)13(3)4)17(22)19-11-10-14-8-6-5-7-9-14/h5-9,12-13,15H,10-11H2,1-4H3,(H,19,22)(H,20,23)	Nevaltophin C	CC(C)C(C(=O)NCCC1=CC=CC=C1)NC(=O)C(=O)C(C)C	3.1	132509310	SUPERNATURAL:(SN0194452);PUBCHEM:(132509310);LOTUS:(Q105145589)	269484034	319.20185	167.6575	1331_mzmine_results_sirius_5719	5719
255	1	1	1	1	0.6623455020640467	0.6623455020640467	-289.88071486800663	N/A	26.033799109192916	C29H35N3O7	[M + H3N + H]+	RKWRFBSODXNYPR	InChI=1S/C29H35N3O7/c1-19(2)16-24(29(38)39-18-22-12-8-5-9-13-22)32-27(36)20(3)30-28(37)23(17-21-10-6-4-7-11-21)31-25(33)14-15-26(34)35/h4-15,19-20,23-24H,16-18H2,1-3H3,(H,30,37)(H,31,33)(H,32,36)(H,34,35)	(Z)-4-[[(2S)-1-[[(2S)-1-[[(2S)-4-methyl-1-oxo-1-phenylmethoxypentan-2-yl]amino]-1-oxopropan-2-yl]amino]-1-oxo-3-phenylpropan-2-yl]amino]-4-oxobut-2-enoic acid	CC(C)CC(C(=O)OCC1=CC=CC=C1)NC(=O)C(C)NC(=O)C(CC2=CC=CC=C2)NC(=O)C=CC(=O)O	3.5998385	45140139	PUBCHEM:(45140139);PUBMED	66	555.28238	91.7146875	856_mzmine_results_sirius_3904	3904
256	1	1	1	1	0.66165497994902	0.961667980640634	-106.14033179113598	N/A	31.656844013521535	C11H20N2O3	[M + H]+	ZKQOUHVVXABNDG	InChI=1S/C11H20N2O3/c1-7(2)6-9(11(15)16)13-10(14)8-4-3-5-12-8/h7-9,12H,3-6H2,1-2H3,(H,13,14)(H,15,16)	4-methyl-2-[(pyrrolidin-2-yl)formamido]pentanoic acid	CC(C)CC(C(=O)O)NC(=O)C1CCCN1	0.82703465	103869063;7082009;40518077;40518078;40518083;78975731;61158249;61160401;1784491;1784492;444109;3527720;44368932	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0253028);BloodExposome:(444109 3527720);SUPERNATURAL:(SN0472993);MESH:(444109 3527720);PUBCHEM:(103869063 7082009 40518077 40518078 40518083 78975731 61158249 61160401 1784491 1784492 444109 3527720 44368932);GNPS:(CCMSLIB00003135785);NORMAN:(NS00014907);COCONUT:(CNP0371928);METACYC:(CPD-20355);CHEBI:(74791);LOTUS:(Q27144902);DSSTox:(DTXSID80393341);PUBMED	137731774574	229.15495	48.596445011680736	348_mzmine_results_sirius_1735	1735
257	1	1	1	1	0.6591778665113593	0.7155189460703236	-89.45071485542857	N/A	62.45457906305889	C12H24N2O3	[M + H]+	AZLASBBHHSLQDB	InChI=1S/C12H24N2O3/c1-5-8(4)10(12(16)17)14-11(15)9(13)6-7(2)3/h7-10H,5-6,13H2,1-4H3,(H,14,15)(H,16,17)	2-[(2-amino-1-hydroxy-4-methylpentylidene)amino]-3-methylpentanoic acid	CCC(C)C(C(=O)O)NC(=O)C(CC(C)C)N	1.0697137	113342193;7010533;7010534;92148271;92178695;92271636;92271637;92271638;61159028;61173670;61174008;13879968;13879969;92529444;92529445;435718	COCONUT:(CNP0081590);HMDB:(HMDB0028932);BloodExposome:(7010534 435718);CHEBI:(74540);SUPERNATURAL:(SN0019506);PUBCHEM:(113342193 7010533 7010534 92148271 92178695 92271636 92271637 92271638 61159028 61173670 61174008 13879968 13879969 92529444 92529445 435718);FooDB:(FDB111959);GNPS:(CCMSLIB00003139268 CCMSLIB00003137691);LOTUS:(Q27144717);DSSTox:(DTXSID20426667);PUBMED	138251604074	245.18628	68.12503211023697	589_mzmine_results_sirius_2754	2754
258	1	1	1	1	0.6577628886539728	0.6577628886539728	-154.5632685092759	N/A	72.51731833922317	C10H18N2O5S	[M + H]+	ADHNYKZHPOEULM	InChI=1S/C10H18N2O5S/c1-18-5-4-6(11)9(15)12-7(10(16)17)2-3-8(13)14/h6-7H,2-5,11H2,1H3,(H,12,15)(H,13,14)(H,16,17)	2-[[(2R)-2-amino-4-methylsulfanylbutanoyl]amino]pentanedioic acid	CSCCC(C(=O)NC(CCC(=O)O)C(=O)O)N	-1.0405645	14843111;7015688;7015689;102174691;56845967;10171602;88208342;104908035;104908055;61160124	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0028972);BloodExposome:(7015689);CHEBI:(74702);SUPERNATURAL:(SN0002537);MESH:(7015689);PUBCHEM:(14843111 7015688 7015689 102174691 56845967 10171602 88208342 104908035 104908055 61160124);FooDB:(FDB111993);DSSTox:(DTXSID201314353);TRAIN;PUBMED	137997860974	279.10003	22.766093750000003	43_mzmine_results_sirius_229	229
259	1	1	1	1	0.6572325106056461	0.9081229907943835	-18.869739715489192	N/A	43.94047242559356	C13H25N3O4	[M + H]+	VOBYAKCXGQQFLR	InChI=1S/C13H25N3O4/c1-5-8(4)10(14)12(18)15-6-9(17)16-11(7(2)3)13(19)20/h7-8,10-11H,5-6,14H2,1-4H3,(H,15,18)(H,16,17)(H,19,20)	2-[[2-[(2-Amino-3-methylpentanoyl)amino]acetyl]amino]-3-methylbutanoic acid	CCC(C)C(C(=O)NCC(=O)NC(C(C)C)C(=O)O)N	-0.099668324	18221751;46850047	PUBCHEM:(18221751 46850047);CHEBI:(158447)	34	288.19218	71.805625	635_mzmine_results_sirius_2917	2917
260	1	1	1	1	0.6571092778912346	0.6571092778912346	-152.48036287280232	N/A	10.556894588855116	C11H22N2O3	[M + Na]+	MDSUKZSLOATHMH	InChI=1S/C11H22N2O3/c1-6(2)5-8(12)10(14)13-9(7(3)4)11(15)16/h6-9H,5,12H2,1-4H3,(H,13,14)(H,15,16)	2-(2-amino-4-methylpentanamido)-3-methylbutanoic acid	CC(C)CC(C(=O)NC(C(C)C)C(=O)O)N	0.62046796	103868893;6993115;6993116;129635900;6427009;148549452;61157156;61172247;36689033;36689034;36689035;36689036;79009905;352038;18640546	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0028942);BloodExposome:(6993116 352038);SUPERNATURAL:(SN0222848);PUBCHEM:(103868893 6993115 6993116 129635900 6427009 148549452 61157156 61172247 36689033 36689034 36689035 36689036 79009905 352038 18640546);FooDB:(FDB111965);GNPS:(CCMSLIB00003137144);COCONUT:(CNP0233149);METACYC:(CPD-20385);CHEBI:(73579 177272);LOTUS:(Q27141751);DSSTox:(DTXSID20653193 DTXSID80929169);PUBCHEMANNOTATIONDRUG;PUBMED	138301937770	253.15229	55.18501708984375	426_mzmine_results_sirius_2020	2020
261	1	1	1	1	0.6551952334497873	0.6551952334497873	-52.24742319694306	N/A	75.88710531792526	C10H18N2O5	[M + H]+	ZVDPYSVOZFINEE	InChI=1S/C10H18N2O5/c1-5(2)3-7(10(16)17)12-9(15)6(11)4-8(13)14/h5-7H,3-4,11H2,1-2H3,(H,12,15)(H,13,14)(H,16,17)	2-(2-amino-3-carboxypropanamido)-4-methylpentanoic acid	CC(C)CC(C(=O)O)NC(=O)C(CC(=O)O)N	-0.90654325	64895749;86306124;86306125;86306126;86306127;86306128;86306129;6992366;6992367;146079307;79001424;332962	HMDB:(HMDB0028757);BloodExposome:(332962);SUPERNATURAL:(SN0481101);PUBCHEM:(64895749 86306124 86306125 86306126 86306127 86306128 86306129 6992366 6992367 146079307 79001424 332962);FooDB:(FDB111811);GNPS:(CCMSLIB00003137753);TRAIN;COCONUT:(CNP0346655);METACYC:(CPD-20372);CHEBI:(68596);LOTUS:(Q27137034);DSSTox:(DTXSID90318540)	138251622442	247.12911	52.447500000000005	362_mzmine_results_sirius_1765	1765
262	1	1	1	1	0.6546698223202292	0.6546698223202292	-172.76321874832496	N/A	118.37623403174936	C9H14N2O3	[M + H]+	UBLWFFBGMBRBMC	InChI=1S/C9H14N2O3/c1-5(12)7-9(14)11-4-2-3-6(11)8(13)10-7/h5-7,12H,2-4H2,1H3,(H,10,13)	Cyclo(Pro-Thr)	CC(C1C(=O)N2CCCC2C(=O)N1)O	-0.3	77106305;99645913;73146465;131155637;11937742	NORMAN:(NS00097171);COCONUT:(CNP0086706);CHEBI:(181655);SUPERNATURAL:(SN0365904);PUBCHEM:(77106305 99645913 73146465 131155637 11937742);GNPS:(CCMSLIB00000854345);LOTUS:(Q105269475);PUBMED	271847522	199.10787	39.66181237071753	231_mzmine_results_sirius_1188	1188
263	1	1	1	1	0.6516958584330648	0.6516958584330648	-66.26956431909741	N/A	51.50131127365037	C12H20N4O3	[M + H]+	MMFKFJORZBJVNF	InChI=1S/C12H20N4O3/c1-7(2)3-10(12(18)19)16-11(17)9(13)4-8-5-14-6-15-8/h5-7,9-10H,3-4,13H2,1-2H3,(H,14,15)(H,16,17)(H,18,19)		CC(C)CC(C(=O)O)NC(=O)C(CC1=CN=CN1)N	-2.2	6992010;28054378;28054380;40739820;189008;440549	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0028889 HMDB0253179);BloodExposome:(189008 440549);SUPERNATURAL:(SN0229394);MESH:(189008);PUBCHEM:(6992010 28054378 28054380 40739820 189008 440549);FooDB:(FDB111918);GNPS:(CCMSLIB00003136317);COCONUT:(CNP0456933);METACYC:(CPD-21539);CHEBI:(174536 147392 5729);KEGG:(C05010);LOTUS:(Q27106873);DSSTox:(DTXSID50998847);PUBCHEMANNOTATIONDRUG;PUBMED	138301938030	269.16096	38.510000000000005	238_mzmine_results_sirius_1206	1206
264	1	1	1	1	0.6504807962539821	0.6504807962539821	-59.95590725130219	N/A	65.45186524400376	C21H33N3O4	[M + H]+	DRWMRVFCKKXHCH	InChI=1S/C21H33N3O4/c1-13(2)10-16(22)19(25)23-17(12-15-8-6-5-7-9-15)20(26)24-18(21(27)28)11-14(3)4/h5-9,13-14,16-18H,10-12,22H2,1-4H3,(H,23,25)(H,24,26)(H,27,28)	(2S)-2-[[(2S)-2-[[(2S)-2-azaniumyl-4-methylpentanoyl]amino]-3-phenylpropanoyl]amino]-4-methylpentanoate	CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC(C)C)C(=O)O)N	2.4236696	7408574;7408575;12773784	PUBCHEM:(7408574 7408575 12773784);CHEBI:(159422)	34	392.25458	126.96778087615968	1152_mzmine_results_sirius_5261	5261
265	1	1	1	1	0.650105729859396	0.8141125035803466	-72.7703018437654	N/A	97.2914539602381	C9H16N2O3	[M + H]+	ANLAGVXTPHOKLD	InChI=1S/C9H16N2O3/c1-5(2)3-6-8(13)11-7(4-12)9(14)10-6/h5-7,12H,3-4H2,1-2H3,(H,10,14)(H,11,13)	3-(hydroxymethyl)-6-(2-methylpropyl)piperazine-2,5-dione	CC(C)CC1C(=O)NC(C(=O)N1)CO	0.3	162908531;10262189;57396597	SUPERNATURAL:(SN0010265);COCONUT:(CNP0177184);PUBCHEM:(162908531 10262189 57396597);PUBMED	3145794	201.12342	49.79890625	366_mzmine_results_sirius_1776	1776
266	1	1	1	1	0.6499468817671877	0.6826315880365225	-68.50587782743703	N/A	18.2617875014976	C10H20N2O4	[M + Na]+	DRCKHKZYDLJYFQ	InChI=1S/C10H20N2O4/c1-4-5(2)7(11)9(14)12-8(6(3)13)10(15)16/h5-8,13H,4,11H2,1-3H3,(H,12,14)(H,15,16)		CCC(C)C(C(=O)NC(C(C)O)C(=O)O)N	-0.5473268	145453494;16122515;104965204;104965360;61156963;61173760;18218220;44298493	COCONUT:(CNP0443318);HMDB:(HMDB0028917);BloodExposome:(18218220);CHEBI:(141441 177257);SUPERNATURAL:(SN0073202);PUBCHEM:(145453494 16122515 104965204 104965360 61156963 61173760 18218220 44298493);FooDB:(FDB111945);GNPS:(CCMSLIB00003136209 CCMSLIB00003138442);DSSTox:(DTXSID90658216);PUBCHEMANNOTATIONDRUG;PUBMED	138016723050	255.13099	65.02208984375	553_mzmine_results_sirius_2592	2592
267	1	1	1	1	0.6484350421197638	0.6484350421197638	-58.75705104689835	N/A	70.25879725250269	C11H22N2O3	[M + H]+	MDSUKZSLOATHMH	InChI=1S/C11H22N2O3/c1-6(2)5-8(12)10(14)13-9(7(3)4)11(15)16/h6-9H,5,12H2,1-4H3,(H,13,14)(H,15,16)	2-(2-amino-4-methylpentanamido)-3-methylbutanoic acid	CC(C)CC(C(=O)NC(C(C)C)C(=O)O)N	0.62046796	103868893;6993115;6993116;129635900;6427009;148549452;61157156;61172247;36689033;36689034;36689035;36689036;79009905;352038;18640546	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0028942);BloodExposome:(6993116 352038);SUPERNATURAL:(SN0222848);PUBCHEM:(103868893 6993115 6993116 129635900 6427009 148549452 61157156 61172247 36689033 36689034 36689035 36689036 79009905 352038 18640546);FooDB:(FDB111965);GNPS:(CCMSLIB00003137144);COCONUT:(CNP0233149);METACYC:(CPD-20385);CHEBI:(73579 177272);LOTUS:(Q27141751);DSSTox:(DTXSID20653193 DTXSID80929169);PUBCHEMANNOTATIONDRUG;PUBMED	138301937770	231.17051	54.89132529765367	430_mzmine_results_sirius_2038	2038
268	1	1	1	1	0.6451003196874459	0.6451003196874459	-100.21088356957523	N/A	58.499500552992544	C19H27N3O5	[M + H]+	PMKQKNBISAOSRI	InChI=1S/C19H27N3O5/c1-11(2)16(20)17(24)21-14(10-12-5-7-13(23)8-6-12)18(25)22-9-3-4-15(22)19(26)27/h5-8,11,14-16,23H,3-4,9-10,20H2,1-2H3,(H,21,24)(H,26,27)	(2S)-1-[(2S)-2-[[(2S)-2-azaniumyl-3-methylbutanoyl]amino]-3-(4-hydroxyphenyl)propanoyl]pyrrolidine-2-carboxylate	CC(C)C(C(=O)NC(CC1=CC=C(C=C1)O)C(=O)N2CCCC2C(=O)O)N	0.85878736	23195547;7408629;10452206;11902985;11902986	PUBCHEM:(23195547 7408629 10452206 11902985 11902986);DSSTox:(DTXSID20474547);CHEBI:(166427);PUBMED	137438953570	378.20261	61.917167282104494	512_mzmine_results_sirius_2438	2438
