structurePerIdRank	formulaRank	ConfidenceScoreExact	ConfidenceScoreApproximate	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	precursorFormula	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	formulaId	alignedFeatureId	featureId
1	1	0.9765045353607937	0.9765045353607937	-115.8492050920634	nul	67.249	C15H23N5O3	[M + H]+	C15H24N5O3+	PQBHGSGQZSOLIR	InChI=1S/C15H23N5O3/c16-11(7-4-8-19-15(17)18)13(21)20-12(14(22)23)9-10-5-2-1-3-6-10/h1-3,5-6,11-12H,4,7-9,16H2,(H,20,21)(H,22,23)(H4,17,18,19)	2-{2-amino-5-[(diaminomethylidene)amino]pentanamido}-3-phenylpropanoic acid	C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CCCN=C(N)N)N	-0.280	21970512;4441255;4441256;67791142;7009601;7020017;7020018;150964	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0028716);BloodExposome:(150964);SUPERNATURAL:(SN0292155);MESH:(150964);PUBCHEM:(21970512 4441255 4441256 67791142 7009601 7020017 7020018 150964);FooDB:(FDB111773);GNPS:(CCMSLIB00003139461);TRAIN;COCONUT:(CNP0346903);CHEBI:(189870 73818);LOTUS:(Q27144134);DSSTox:(DTXSID30942646);PUBCHEMANNOTATIONDRUG;PUBMED	138301960302	322.187	42	567749742374091541	567749466967691750	1313
1	2	0.12097454884480201	0.12097454884480201	-130.32830821676018	nul	28.948	C8H16N2O4S2	[M + Na]+	C8H16N2NaO4S2+	QIZMTUIOULZKTJ	InChI=1S/C8H16N2O4S2/c1-13-7(11)9-3-5-15-16-6-4-10-8(12)14-2/h3-6H2,1-2H3,(H,9,11)(H,10,12)	methyl N-[2-({2-[(methoxycarbonyl)amino]ethyl}disulfanyl)ethyl]carbamate	COC(=O)NCCSSCCNC(=O)OC	0.300	15730445	SUPERNATURAL:(SN0306748);COCONUT:(CNP0186287);PUBCHEM:(15730445);LOTUS:(Q105222491)	271581186	291.043	42	567749745679203168	567749467030606314	1317
1	1	0.2549658741271702	0.29034917915531294	-31.183253611855115	nul	93.161	C9H8O2	[M + H]+	C9H9O2+	BSDNZCQPDVTDET	InChI=1S/C9H8O2/c10-7-3-5-8-4-1-2-6-9(8)11/h1-7,11H	2-Hydroxycinnamaldehyde	C1=CC=C(C(=C1)C=CC=O)O	1.500	5318169;98373;54600252	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0031725);BloodExposome:(98373 5318169);PUBCHEMANNOTATIONSAFETYANDTOXIC;SUPERNATURAL:(SN0033976);PUBCHEM:(5318169 98373 54600252);FooDB:(FDB011996);COCONUT:(CNP0237654);CHEBI:(178480);LOTUS:(Q104945187 Q76303514);DSSTox:(DTXSID301313734 DTXSID601295133);PUBCHEMANNOTATIONDRUG;PUBMED	181318721642	149.060	42	567749744282499901	567749467072549358	1321
1	2	0.16045610854480583	0.16045610854480583	-48.829234853666634	nul	39.400	C8H9N	[M + H]+	C8H10N+	GWVMLCQWXVFZCN	InChI=1S/C8H9N/c1-2-4-8-6-9-5-7(8)3-1/h1-4,9H,5-6H2	Isoindoline	C1C2=CC=CC=C2CN1	0.900	129892571;7102397;150366565;422478	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0253648);BloodExposome:(422478);PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(129892571 7102397 150366565 422478);DSSTox:(DTXSID20964291 DTXSID50487241);PUBMED	137527033930	120.081	42	567749741572979462	567749467152241138	1325
1	1	0.18799245677191034	0.21270973705522636	-58.53518723838033	nul	55.068	C9H8O2	[M + H3N + H]+	C9H12NO2+	ONPJWQSDZCGSQM	InChI=1S/C9H8O2/c1-7(9(10)11)8-5-3-2-4-6-8/h2-6H,1H2,(H,10,11)	2-Phenylacrylic acid	C=C(C1=CC=CC=C1)C(=O)O	2.000	22386283;68114	NORMAN:(NS00031875);PUBCHEMANNOTATIONBIO;PUBCHEM:(22386283 68114);DSSTox:(DTXSID3075418);PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBMED	180472774722	166.086	42	567749780189936895	567749467202572790	1326
1	1	0.5197419627591309	0.5197419627591309	-66.50517027283405	nul	45.984	C14H25N3O5	[M + H]+	C14H26N3O5+	MIKHIIQMRFYVOR	InChI=1S/C14H25N3O5/c1-7(2)10(15)13(20)17-6-4-5-9(17)12(19)16-11(8(3)18)14(21)22/h7-11,18H,4-6,15H2,1-3H3,(H,16,19)(H,21,22)	2-[[1-(2-Amino-3-methylbutanoyl)pyrrolidine-2-carbonyl]amino]-3-hydroxybutanoic acid	CC(C)C(C(=O)N1CCCC1C(=O)NC(C(C)O)C(=O)O)N	-0.823	145459027;18232494	PUBCHEM:(145459027 18232494);CHEBI:(166349)	34	316.186	42	567749740063029980	567749467252904442	1328
1	1	0.9606268792014696	0.9756647588204993	-23.10177861904688	nul	79.465	C9H18N2O4	[M + H]+	C9H19N2O4+	NFDYGNFETJVMSE	InChI=1S/C9H18N2O4/c1-5(2)3-7(9(14)15)11-8(13)6(10)4-12/h5-7,12H,3-4,10H2,1-2H3,(H,11,13)(H,14,15)	2-(2-amino-3-hydroxypropanamido)-4-methylpentanoic acid	CC(C)CC(C(=O)O)NC(=O)C(CO)N	-1.000	23274093;129890922;7015694;7015695;6427005;13919048	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0029043 HMDB0258242);BloodExposome:(13919048);SUPERNATURAL:(SN0243825);PUBCHEM:(23274093 129890922 7015694 7015695 6427005 13919048);FooDB:(FDB112051);GNPS:(CCMSLIB00003137823);COCONUT:(CNP0326211);METACYC:(CPD-20387);CHEBI:(74815);LOTUS:(Q27144925);DSSTox:(DTXSID401314642 DTXSID60875837);PUBCHEMANNOTATIONDRUG;PUBMED	155481806954	219.134	43	567749746526452609	567749467299041790	1343
1	1	0.3176291329931703	0.34191995434910943	-41.548581803950675	nul	53.191	C13H25N3O6	[M + H]+	C13H26N3O6+	PPGBXYKMUMHFBF	InChI=1S/C13H25N3O6/c1-6(2)4-8(14)11(19)15-9(5-17)12(20)16-10(7(3)18)13(21)22/h6-10,17-18H,4-5,14H2,1-3H3,(H,15,19)(H,16,20)(H,21,22)	2-[[2-[(2-Amino-4-methylpentanoyl)amino]-3-hydroxypropanoyl]amino]-3-hydroxybutanoic acid	CC(C)CC(C(=O)NC(CO)C(=O)NC(C(C)O)C(=O)O)N	-1.750	145456519;18222252	PUBCHEM:(145456519 18222252);CHEBI:(159512)	34	320.182	42	567749754264943606	567749467357762050	1346
1	5	0.30408444930746814	0.30408444930746814	-324.8091537506407	nul	105.786	C28H47N9O9	[M + Na]+	C28H47N9NaO9+	COHPSYLINFUPSS	InChI=1S/C28H47N9O9/c1-15(39)22(30)26(44)37-21(14-38)25(43)34-18(5-2-3-11-29)23(41)36-20(13-16-7-9-17(40)10-8-16)24(42)35-19(27(45)46)6-4-12-33-28(31)32/h7-10,15,18-22,38-40H,2-6,11-14,29-30H2,1H3,(H,34,43)(H,35,42)(H,36,41)(H,37,44)(H,45,46)(H4,31,32,33)	2-(2-{6-amino-2-[2-(2-amino-3-hydroxybutanamido)-3-hydroxypropanamido]hexanamido}-3-(4-hydroxyphenyl)propanamido)-5-carbamimidamidopentanoic acid	CC(C(C(=O)NC(CO)C(=O)NC(CCCCN)C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(CCCN=C(N)N)C(=O)O)N)O	-5.900	21120142;102056501;13602855;122173	COCONUT:(CNP0113120);BloodExposome:(122173);SUPERNATURAL:(SN0051232);MESH:(122173);PUBCHEM:(21120142 102056501 13602855 122173);DSSTox:(DTXSID401003796);PUBCHEMANNOTATIONDRUG;PUBMED	137479848006	676.333	43	567749970988828000	567749467399705094	1352
1	2	0.20563207981714338	0.20563207981714338	-243.36080237186627	nul	92.387	C21H31ClN6O3	[M + H]+	C21H32ClN6O3+	KWPACVJPAFGBEQ	InChI=1S/C21H31ClN6O3/c22-13-18(29)16(8-4-10-26-21(24)25)27-19(30)17-9-5-11-28(17)20(31)15(23)12-14-6-2-1-3-7-14/h1-3,6-7,15-17H,4-5,8-13,23H2,(H,27,30)(H4,24,25,26)	1-(2-amino-3-phenylpropanoyl)-N-(6-carbamimidamido-1-chloro-2-oxohexan-3-yl)pyrrolidine-2-carboxamide	C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)N)C(=O)NC(CCCN=C(N)N)C(=O)CCl	0.961	4476692;5311176;21151250;10204302;138692967;25798020;439822;46937029	COCONUT:(CNP0030056);PUBCHEMANNOTATIONBIO;HMDB:(HMDB0250787);BloodExposome:(439822 4476692 5311176);CHEBI:(4223);MESH:(4476692 5311176);KEGG:(C02828);PUBCHEM:(4476692 5311176 21151250 10204302 138692967 25798020 439822 46937029);TRAIN;PUBCHEMANNOTATIONDRUG;PUBMED	56648046	451.225	43	567749853141466968	567749467437453834	1354
1	1	0.7783414913388383	0.7783414913388383	-295.50674214976493	nul	26.202	C19H27N3O5S	[M + H]+	C19H28N3O5S+	JCWFZOZLTFSYIA	InChI=1S/C19H27N3O5S/c1-19(2,22-16(24)14(20-12-23)9-10-28-3)18(27)21-15(17(25)26)11-13-7-5-4-6-8-13/h4-8,12,14-15H,9-11H2,1-3H3,(H,20,23)(H,21,27)(H,22,24)(H,25,26)	Formylmethionyl-alpha-aminoisobutyryl-phenylalanine	CC(C)(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CCSC)NC=O	1.500	145975	MESH:(145975);PUBCHEM:(145975);DSSTox:(DTXSID30237488);PUBMED	137438953542	410.174	43	567749744680958792	567749467466813966	1360
1	1	0.813588763227013	0.813588763227013	-176.04686568572833	nul	25.224	C10H16N2O3S	[M + H]+	C10H17N2O3S+	NCZRNQKQWDIBGG	InChI=1S/C10H16N2O3S/c1-16(15)6-4-7-10(14)12-5-2-3-8(12)9(13)11-7/h7-8H,2-6H2,1H3,(H,11,13)	Cyclo(L-Pro-L-Omet)	CS(=O)CCC1C(=O)N2CCCC2C(=O)N1	-1.100	163049501;163049502;102224092	SUPERNATURAL:(SN0242159);COCONUT:(CNP0332636);PUBCHEM:(163049501 163049502 102224092);LOTUS:(Q77567464)	271581186	245.095	43	567749744785816404	567749467491979794	1363
1	1	0.12208406371716374	0.12208406371716374	-161.33892049455736	nul	8.646	C10H16N2O3S	[M + Na]+	C10H16N2NaO3S+	INNPDBFXSCKJAU	InChI=1S/C10H16N2O3S/c1-3-4-8(11)9(13)12-10(2)5-6-16(14,15)7-10/h1,8H,4-7,11H2,2H3,(H,12,13)	2-amino-N-(3-methyl-1,1-dioxothiolan-3-yl)pent-4-ynamide	CC1(CCS(=O)(=O)C1)NC(=O)C(CC#C)N	-1.000	81773825	PUBCHEM:(81773825)	2	267.077	43	567749781146238215	567749467517145622	1367
1	1	0.1852978796750393	0.1852978796750393	-339.6205018456649	nul	59.624	C55H84N18O21	[M + H]+	C55H85N18O21+	DAAUVFZUXIGOCK	InChI=1S/C55H84N18O21/c1-27(78)43-53(91)60-15-4-3-8-30(46(84)64-33(11-7-19-72(94)26-77)49(87)69-44(28(2)79)54(92)70-43)63-47(85)32(10-6-18-71(93)25-76)66-50(88)35(23-74)67-48(86)31(9-5-16-61-55(57)58)65-51(89)36(24-75)68-52(90)37-14-17-59-45-34(62-42(83)13-12-41(56)82)20-29-21-39(80)40(81)22-38(29)73(37)45/h20-22,25-28,30-33,35-37,43-44,59,74-75,78-80,93-94H,3-19,23-24H2,1-2H3,(H2,56,82)(H,60,91)(H,62,83)(H,63,85)(H,64,84)(H,65,89)(H,66,88)(H,67,86)(H,68,90)(H,69,87)(H,70,92)(H4,57,58,61)		CC(C1C(=O)NC(C(=O)NCCCCC(C(=O)NC(C(=O)N1)CCCN(C=O)O)NC(=O)C(CCCN(C=O)O)NC(=O)C(CO)NC(=O)C(CCCN=C(N)N)NC(=O)C(CO)NC(=O)C2CCNC3=C(C=C4C=C(C(=O)C=C4N23)O)NC(=O)CCC(=O)N)C(C)O)O	-7.900	163125171;133053376	SUPERNATURAL:(SN0017802 SN0060226);COCONUT:(CNP0438467 CNP0442213);PUBCHEM:(163125171 133053376);TRAIN	8593096706	1333.613	43	567751095150390779	567749467542311450	1369
1	1	0.18058389544736048	0.3317317660111138	-16.389961187101964	nul	20.947	C6H5NO3	[M + H]+	C6H6NO3+	BLHCMGRVFXRYRN	InChI=1S/C6H5NO3/c8-5-2-1-4(3-7-5)6(9)10/h1-3H,(H,7,8)(H,9,10)	6-Hydroxynicotinic Acid	C1=CC(=O)NC=C1C(=O)O	-0.500	6920198;72924;11701048;142703180	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0002658);MiMeDB:(MMDBc0000594);BloodExposome:(72924);PUBCHEMANNOTATIONSAFETYANDTOXIC;SUPERNATURAL:(SN0028687);MESH:(72924);PUBCHEM:(6920198 72924 11701048 142703180);FooDB:(FDB023041);NORMAN:(NS00014693 NS00103136 NS00103486 NS00103616 NS00104031);COCONUT:(CNP0320055);METACYC:(6-HYDROXY-NICOTINATE);CHEBI:(57664 16168);KEGG:(C01020);LOTUS:(Q27098413);DSSTox:(DTXSID0057754);PUBCHEMANNOTATIONDRUG;PUBMED	190982662510	140.034	43	567749755292548116	567749467563282974	1372
1	1	0.4928739109217408	0.4928739109217408	-176.53530299209928	nul	78.710	C8H15NO4	[M + H]+	C8H16NO4+	FWULQXYJOANGSS	InChI=1S/C8H15NO4/c1-2-3-7(11)9-6(4-5-10)8(12)13/h6,10H,2-5H2,1H3,(H,9,11)(H,12,13)	2-butanamido-4-hydroxybutanoic acid	CCCC(=O)NC(CCO)C(=O)O	-0.300	53822564;129699849;90657379;107822817;443436	COCONUT:(CNP0072392);PUBCHEMANNOTATIONBIO;METACYC:(CPD-10803);BloodExposome:(53822564);CHEBI:(29466);KEGG:(C11843);PUBCHEM:(53822564 129699849 90657379 107822817 443436);PUBMED	23079266	190.107	43	567749746509675386	567749467584254498	1406
1	5	0.34067391969645344	0.34067391969645344	-326.73132564237915	nul	74.529	C29H44N10O6	[M + K]+	C29H44KN10O6+	DBFKNDVNPNEZDO	InChI=1S/C29H44N10O6/c1-17(25(42)34-14-19-5-9-21(10-6-19)38-39-22-11-7-20(15-40)8-12-22)36-28(45)24(4-3-13-33-29(31)32)37-26(43)18(2)35-27(44)23(30)16-41/h5-12,17-18,23-24,38-41H,3-4,13-16,30H2,1-2H3,(H,34,42)(H,35,44)(H,36,45)(H,37,43)(H4,31,32,33)	(2S)-2-[[(2S)-2-[[(2S)-2-amino-3-hydroxypropanoyl]amino]propanoyl]amino]-5-(diaminomethylideneamino)-N-[(2S)-1-[[4-[2-[4-(hydroxymethyl)phenyl]hydrazinyl]phenyl]methylamino]-1-oxopropan-2-yl]pentanamide	CC(C(=O)NCC1=CC=C(C=C1)NNC2=CC=C(C=C2)CO)NC(=O)C(CCCN=C(N)N)NC(=O)C(C)NC(=O)C(CO)N	-1.500	129010119	PUBCHEMANNOTATIONBIO;PUBCHEM:(129010119)	16777218	667.310	43	567749937459561257	567749467609420326	1410
1	2	0.20585377393228654	0.20585377393228654	-313.75754244816994	nul	54.807	C30H48N6O8	[M + K]+	C30H48KN6O8+	YCJKIJPDIYHECN	InChI=1S/C30H48N6O8/c1-5-18(2)24(16-37)35-29(43)25(17-38)36-27(41)22(13-9-10-14-32-20(4)40)33-28(42)23(15-21-11-7-6-8-12-21)34-30(44)26(31)19(3)39/h6-8,11-12,16,18-19,22-26,38-39H,5,9-10,13-15,17,31H2,1-4H3,(H,32,40)(H,33,42)(H,34,44)(H,35,43)(H,36,41)	H-Thr-Phe-Lys(Ac)-Ser-Ile-al	CCC(C)C(C=O)NC(=O)C(CO)NC(=O)C(CCCCNC(=O)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(C(C)O)N	-0.500	71576811	PUBCHEMANNOTATIONBIO;PUBCHEM:(71576811)	16777218	659.312	43	567749868240961624	567749467634586154	1411
1	1	0.9435493981339145	0.9532586465128355	-74.50977955746761	nul	49.796	C8H16N2O3S	[M + H]+	C8H17N2O3S+	FSHURBQASBLAPO	InChI=1S/C8H16N2O3S/c1-5(9)7(11)10-6(8(12)13)3-4-14-2/h5-6H,3-4,9H2,1-2H3,(H,10,11)(H,12,13)	2-(2-azaniumylpropanamido)-4-(methylsulfanyl)butanoate	CC(C(=O)NC(CCSC)C(=O)O)N	-0.642	6994637;6994638;6994639;6994640;6994641;6994642;5242543;78973257;104909313;61158819;61162309;1551339;85744;98509	NORMAN:(NS00046227);COCONUT:(CNP0335325);PUBCHEMANNOTATIONBIO;HMDB:(HMDB0028693);METACYC:(CPD0-1946 CPD-25746);CHEBI:(172911 73806);SUPERNATURAL:(SN0094239);MESH:(85744 98509);PUBCHEM:(6994637 6994638 6994639 6994640 6994641 6994642 5242543 78973257 104909313 61158819 61162309 1551339 85744 98509);FooDB:(FDB111752);DSSTox:(DTXSID501313461 DTXSID50932428);PUBMED	137996019822	221.096	43	567749843649756951	567749467705889330	1413
1	1	0.6397686038666266	0.935093725490822	-112.77987455317206	nul	39.288	C9H18N2O3	[M + H]+	C9H19N2O3+	RDIKFPRVLJLMER	InChI=1S/C9H18N2O3/c1-5(2)4-7(9(13)14)11-8(12)6(3)10/h5-7H,4,10H2,1-3H3,(H,11,12)(H,13,14)	N-(2-Aminopropanoyl) Leucine	CC(C)CC(C(=O)O)NC(=O)C(C)N	-0.058	6992128;6992387;6992388;6992389;6992390;6992391;6992392;129639408;129641874;23615548;78973229;78975663;61157877;152752938;96801;259583	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0028691 HMDB0251509);MiMeDB:(MMDBc0000466);BloodExposome:(96801 259583);SUPERNATURAL:(SN0322270);PUBCHEM:(6992128 6992387 6992388 6992389 6992390 6992391 6992392 129639408 129641874 23615548 78973229 78975663 61157877 152752938 96801 259583);FooDB:(FDB111750);GNPS:(CCMSLIB00003136127);NORMAN:(NS00048284);COCONUT:(CNP0079790);METACYC:(CPD-13398);CHEBI:(73770 73838 74389 177395);LOTUS:(Q82913082 Q27144098);DSSTox:(DTXSID30426310 DTXSID80936873 DTXSID901316186 DTXSID90426311);PUBCHEMANNOTATIONDRUG;PUBMED	139375949930	203.139	43	567749740318882536	567749467739443766	1415
1	1	0.43148422522113794	0.43148422522113794	-64.22134645319157	nul	98.538	C15H27N3O7	[M + H]+	C15H28N3O7+	COWHUQXTSYTKQC	InChI=1S/C15H27N3O7/c1-4-7(2)11(16)13(22)18-12(8(3)19)14(23)17-9(15(24)25)5-6-10(20)21/h7-9,11-12,19H,4-6,16H2,1-3H3,(H,17,23)(H,18,22)(H,20,21)(H,24,25)	2-[[2-[(2-Amino-3-methylpentanoyl)amino]-3-hydroxybutanoyl]amino]pentanedioic acid	CCC(C)C(C(=O)NC(C(C)O)C(=O)NC(CCC(=O)O)C(=O)O)N	-1.208	145456278;18221905	PUBCHEM:(145456278 18221905);CHEBI:(158780)	34	362.192	42	567749747516308365	567749467768803898	1416
1	1	0.8896509734855663	0.8896509734855663	-120.59300403906921	nul	53.167	C12H21N3O4	[M + H]+	C12H22N3O4+	BMWFDYIYBAFROD	InChI=1S/C12H21N3O4/c1-7(2)10(12(18)19)14-11(17)8-4-3-5-15(8)9(16)6-13/h7-8,10H,3-6,13H2,1-2H3,(H,14,17)(H,18,19)	2-[[1-(2-Aminoacetyl)pyrrolidine-2-carbonyl]amino]-3-methylbutanoic acid	CC(C)C(C(=O)O)NC(=O)C1CCCN1C(=O)CN	-0.793	18221126;11425727	PUBCHEM:(18221126 11425727);CHEBI:(163986)	34	272.160	43	567749844887076644	567749467789775422	1418
1	2	0.12123294675726434	0.13265844367587934	-205.04639993823008	nul	115.566	C13H24N4O5	[M + Na]+	C13H24N4NaO5+	FGYPOQPQTUNESW	InChI=1S/C13H24N4O5/c1-7(2)5-9(13(21)22)17-11(19)6-16-12(20)8(14)3-4-10(15)18/h7-9H,3-6,14H2,1-2H3,(H2,15,18)(H,16,20)(H,17,19)(H,21,22)	2-[[2-[(2,5-Diamino-5-oxopentanoyl)amino]acetyl]amino]-4-methylpentanoic acid	CC(C)CC(C(=O)O)NC(=O)CNC(=O)C(CCC(=O)N)N	-3.700	145455070;18220648	PUBCHEM:(145455070 18220648);CHEBI:(162157)	34	339.166	44	567749782144482591	567749467823329858	1429
1	3	0.14345635996722092	0.14345635996722092	-244.22054312584208	nul	16.760	C16H12O6S	[M + K]+	C16H12KO6S+	CPOHXQABLMIWGO	InChI=1S/C16H12O6S/c17-15(18)13-11-7-3-1-5-9(11)10-6-2-4-8-12(10)14(16(19)20)23(13,21)22/h1-8,13-14H,(H,17,18)(H,19,20)	6,6-Dioxido-5,7-dihydrodibenzo(c,e)thiepin-5,7-dicarboxylic acid	C1=CC=C2C(=C1)C(S(=O)(=O)C(C3=CC=CC=C32)C(=O)O)C(=O)O	3.000	3066353	PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(3066353);DSSTox:(DTXSID60911502)	137506062338	371.001	44	567749790147214711	567749467848495686	1436
1	1	0.9866996159149845	0.9866996159149845	-102.25225392993492	nul	41.572	C14H18N2O5	[M + H]+	C14H19N2O5+	JXWLMUIXUXLIJR	InChI=1S/C14H18N2O5/c15-10(8-9-4-2-1-3-5-9)13(19)16-11(14(20)21)6-7-12(17)18/h1-5,10-11H,6-8,15H2,(H,16,19)(H,17,18)(H,20,21)		C1=CC=C(C=C1)CC(C(=O)NC(CCC(=O)O)C(=O)O)N	0.030	4422358;53980407;7009626;21123003;10193047;78984591;61160123;45049855;151134	HMDB:(HMDB0028994);BloodExposome:(151134);SUPERNATURAL:(SN0178264);MESH:(151134);PUBCHEM:(4422358 53980407 7009626 21123003 10193047 78984591 61160123 45049855 151134);FooDB:(FDB112014);GNPS:(CCMSLIB00003135218);TRAIN;COCONUT:(CNP0452494);CHEBI:(177253 74712);LOTUS:(Q27144851);DSSTox:(DTXSID70189735);PUBMED	138251628654	295.129	44	567749876281442481	567749467873661514	1439
1	2	0.1965190743562032	0.1965190743562032	-575.4425329634478	nul	42.147	C30H43N7O8	[M + Na]+	C30H43N7NaO8+	RGJSHXRXZBWHJK	InChI=1S/C30H43N7O8/c1-18(2)11-21(26(40)33-15-25(39)45-30(3,4)5)35-28(42)23(13-24(31)38)36-27(41)22(12-20-14-32-17-34-20)37-29(43)44-16-19-9-7-6-8-10-19/h6-10,14,17-18,21-23H,11-13,15-16H2,1-5H3,(H2,31,38)(H,32,34)(H,33,40)(H,35,42)(H,36,41)(H,37,43)	tert-butyl 2-{2-[2-(2-{[(benzyloxy)carbonyl]amino}-3-(1H-imidazol-4-yl)propanamido)-3-carbamoylpropanamido]-4-methylpentanamido}acetate	CC(C)CC(C(=O)NCC(=O)OC(C)(C)C)NC(=O)C(CC(=O)N)NC(=O)C(CC1=CN=CN1)NC(=O)OCC2=CC=CC=C2	1.200	95369586;95369587;95369588;95369589;124870615;124870616;3497903	SUPERNATURAL:(SN0324624);COCONUT:(CNP0362742);PUBCHEM:(95369586 95369587 95369588 95369589 124870615 124870616 3497903)	3153922	652.305	44	567749790222712192	567749467898827342	1441
1	1	0.7011626075826709	0.7011626075826709	-107.95603006607205	nul	45.949	C15H25N3O6	[M + H]+	C15H26N3O6+	RYQUMYBMOJYYDK	InChI=1S/C15H25N3O6/c1-8(2)12(16)14(22)18-7-3-4-10(18)13(21)17-9(15(23)24)5-6-11(19)20/h8-10,12H,3-7,16H2,1-2H3,(H,17,21)(H,19,20)(H,23,24)	2-[[1-(2-Amino-3-methylbutanoyl)pyrrolidine-2-carbonyl]amino]pentanedioic acid	CC(C)C(C(=O)N1CCCC1C(=O)NC(CCC(=O)O)C(=O)O)N	-0.733	145459024;18232484	PUBCHEM:(145459024 18232484);CHEBI:(166341)	34	344.181	40	567749733142428181	567749467919798866	1443
1	1	0.5146250999987646	0.5146250999987646	-85.12125732693245	nul	61.788	C19H30N2O12	[M + H]+	C19H31N2O12+	MWWQKONGFKUAEK	InChI=1S/C19H30N2O12/c1-6(17(27)28)30-16-12(21-8(3)24)18-29-5-10(32-18)15(16)33-19-11(20-7(2)23)14(26)13(25)9(4-22)31-19/h6,9-16,18-19,22,25-26H,4-5H2,1-3H3,(H,20,23)(H,21,24)(H,27,28)	(2R)-2-[[(1R,2S,3R,4R)-4-acetamido-2-[(2S,3R,4R,5S,6R)-3-acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-6,8-dioxabicyclo[3.2.1]octan-3-yl]oxy]propanoic acid	CC(C(=O)O)OC1C(C2OCC(C1OC3C(C(C(C(O3)CO)O)O)NC(=O)C)O2)NC(=O)C	-3.200	129320401;90658410;73729048	PUBCHEMANNOTATIONBIO;PUBCHEM:(129320401 90658410 73729048);MiMeDB:(MMDBc0031622);METACYC:(CPD0-1081 CPD0-2693);PUBCHEMANNOTATIONDRUG	1124075522	479.187	44	567749750339075016	567749467944964694	1448
1	1	0.5425385471280116	0.5425385471280116	-84.14819973989425	nul	38.833	C19H30N2O12	[M + Na]+	C19H30N2NaO12+	MWWQKONGFKUAEK	InChI=1S/C19H30N2O12/c1-6(17(27)28)30-16-12(21-8(3)24)18-29-5-10(32-18)15(16)33-19-11(20-7(2)23)14(26)13(25)9(4-22)31-19/h6,9-16,18-19,22,25-26H,4-5H2,1-3H3,(H,20,23)(H,21,24)(H,27,28)	(2R)-2-[[(1R,2S,3R,4R)-4-acetamido-2-[(2S,3R,4R,5S,6R)-3-acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-6,8-dioxabicyclo[3.2.1]octan-3-yl]oxy]propanoic acid	CC(C(=O)O)OC1C(C2OCC(C1OC3C(C(C(C(O3)CO)O)O)NC(=O)C)O2)NC(=O)C	-3.200	129320401;90658410;73729048	PUBCHEMANNOTATIONBIO;PUBCHEM:(129320401 90658410 73729048);MiMeDB:(MMDBc0031622);METACYC:(CPD0-1081 CPD0-2693);PUBCHEMANNOTATIONDRUG	1124075522	501.169	44	567749789992025450	567749467970130522	1451
1	2	0.7879746259046432	0.7879746259046432	-325.08006037007397	nul	16.919	C33H53N9O10	[M + Na]+	C33H53N9NaO10+	YCVOBVLXOQNNIU	InChI=1S/C33H53N9O10/c1-16(2)24(34)31(49)41-10-6-9-23(41)29(47)40-26(18(5)44)30(48)38-21(14-43)27(45)39-25(17(3)4)32(50)42-11-7-8-22(42)28(46)37-20(33(51)52)12-19-13-35-15-36-19/h13,15-18,20-26,43-44H,6-12,14,34H2,1-5H3,(H,35,36)(H,37,46)(H,38,48)(H,39,45)(H,40,47)(H,51,52)	H-Val-Pro-Thr-Ser-Val-Pro-His-OH	CC(C)C(C(=O)N1CCCC1C(=O)NC(C(C)O)C(=O)NC(CO)C(=O)NC(C(C)C)C(=O)N2CCCC2C(=O)NC(CC3=CN=CN3)C(=O)O)N	-3.900	10146988	PUBCHEM:(10146988)	2	758.379	44	567749819939356290	567749467991102046	1452
