formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	formulaId	alignedFeatureId	featureId
1	C9H18N2O3	[M + H]+	C9H19N2O3+	Amino acids and Peptides	1.000	Small peptides	1.000	Dipeptides	0.995	Dipeptides	0.899	Peptides	0.962	Amino acids, peptides, and analogues	1.000	Carboxylic acids and derivatives	1.000	Organic acids and derivatives	1.000	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Alanine and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	203.139	48	567749788138143065	567749469408776998	1709
1	C16H29N3O6	[M + H]+	C16H30N3O6+	Amino acids and Peptides	1.000	Small peptides	1.000	Tripeptides	0.996	Oligopeptides	0.990	Peptides	0.999	Amino acids, peptides, and analogues	1.000	Carboxylic acids and derivatives	1.000	Organic acids and derivatives	1.000	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Glutamic acid and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	360.212	49	567749802172284399	567749469433942826	1718
1	C18H36N6O4	[M + H]+	C18H37N6O4+	Amino acids and Peptides	1.000	Small peptides	0.999	Tripeptides	0.998	Oligopeptides	0.983	Peptides	0.998	Amino acids, peptides, and analogues	0.999	Carboxylic acids and derivatives	1.000	Organic acids and derivatives	1.000	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Peptides; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Leucine and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	401.287	48	567749799320157645	567749469463302958	1719
1	C10H20N2O3S	[M + H]+	C10H21N2O3S+	Amino acids and Peptides	1.000	Small peptides	1.000	Dipeptides	1.000	Dipeptides	0.989	Peptides	0.999	Amino acids, peptides, and analogues	1.000	Carboxylic acids and derivatives	1.000	Organic acids and derivatives	1.000	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Thioethers; Carboxylic acids; Thia fatty acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Sulfenyl compounds; Methyl-branched fatty acids; Dialkylthioethers; Fatty Acyls; Organic oxides; Methionine and derivatives; N-acyl-L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	249.126	48	567749874729549989	567749469492663090	1721
1	C11H20N2O3	[M + Na]+	C11H20N2NaO3+	Amino acids and Peptides	1.000	Small peptides	1.000	Dipeptides	0.994	Dipeptides	0.904	Peptides	0.985	Amino acids, peptides, and analogues	1.000	Carboxylic acids and derivatives	1.000	Organic acids and derivatives	1.000	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Alpha amino acid amides; N-acyl-alpha amino acids; Pyrrolidine carboxylic acids; Amines; Primary amines; N-acylpyrrolidines; Fatty Acyls; Organic oxides; Azacyclic compounds; N-acyl-L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Proline and derivatives; Leucine and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	251.136	49	567749830093766372	567749469513634614	1723
1	C16H29N3O6	[M + Na]+	C16H29N3NaO6+	Amino acids and Peptides	0.998	Small peptides	0.999	Tripeptides	0.993	Oligopeptides	0.960	Peptides	0.996	Amino acids, peptides, and analogues	0.997	Carboxylic acids and derivatives	1.000	Organic acids and derivatives	1.000	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Glutamine and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	382.194	49	567749812410580536	567749469530411834	1725
1	C12H20N4O3	[M + H]+	C12H21N4O3+	Amino acids and Peptides	1.000	Small peptides	1.000	Dipeptides	0.998	Dipeptides	0.951	Peptides	0.994	Amino acids, peptides, and analogues	1.000	Carboxylic acids and derivatives	1.000	Organic acids and derivatives	1.000	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Azoles; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Imidazolyl carboxylic acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Substituted imidazoles; N-acyl-alpha amino acids; Amines; Primary amines; Aralkylamines; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; N-acyl-L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Histidine and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	269.161	49	567749885655712031	567749469551383358	1728
1	C14H18N2O6	[M + H]+	C14H19N2O6+	Amino acids and Peptides	1.000	Small peptides	1.000	Dipeptides	1.000	Dipeptides	0.970	Peptides	0.994	Amino acids, peptides, and analogues	1.000	Carboxylic acids and derivatives	1.000	Organic acids and derivatives	1.000	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenols; Phenethylamines; Amphetamines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Aralkylamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Tyrosine and derivatives; Phenylalanine and derivatives; Glutamic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Dipeptides; Chemical entities	311.124	49	567749800343567844	567749469568160578	1729
1	C11H20N2O3	[M + H]+	C11H21N2O3+	Amino acids and Peptides	1.000	Small peptides	1.000	Dipeptides	1.000	Dipeptides	0.953	Peptides	0.994	Amino acids, peptides, and analogues	1.000	Carboxylic acids and derivatives	1.000	Organic acids and derivatives	1.000	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Heterocyclic fatty acids; Dialkylamines; Pyrrolidinecarboxamides; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Secondary amines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Azacyclic compounds; N-acyl-L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Proline and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	229.154	49	567749816374197849	567749469589132102	1735
1	C10H12N2O2	[M + H]+	C10H13N2O2+	Amino acids and Peptides	0.988	Small peptides	0.972	Dipeptides	0.948	Alpha amino acids and derivatives	0.993	Amino acids and derivatives	0.995	Amino acids, peptides, and analogues	0.996	Carboxylic acids and derivatives	0.999	Organic acids and derivatives	1.000	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Lactams; Piperazines; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Tertiary carboxylic acid amides; Dioxopiperazines; Carbonyl compounds; Diazinanes; N-alkylpiperazines; 2,5-dioxopiperazines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	193.097	49	567749817292750431	567749469610103626	1741
1	C8H16N2O3	[M + H]+	C8H17N2O3+	Amino acids and Peptides	1.000	Small peptides	1.000	Dipeptides	0.996	Dipeptides	0.948	Peptides	0.977	Amino acids, peptides, and analogues	1.000	Carboxylic acids and derivatives	1.000	Organic acids and derivatives	1.000	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	189.123	49	567749830760660714	567749469626880846	1743
1	C19H25N3O7	[M + H]+	C19H26N3O7+	Amino acids and Peptides	1.000	Small peptides	0.998	Tripeptides	0.842	Oligopeptides	0.992	Peptides	0.999	Amino acids, peptides, and analogues	1.000	Carboxylic acids and derivatives	1.000	Organic acids and derivatives	1.000	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenols; Phenethylamines; Amphetamines and derivatives; Pyrrolidines; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Phenylpropanoic acids; N-acylpyrrolidines; Aralkylamines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Tyrosine and derivatives; Phenylalanine and derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Oligopeptides; Chemical entities	408.176	49	567749874154930308	567749469656240978	1746
1	C16H28N4O5	[M + H]+	C16H29N4O5+	Amino acids and Peptides	1.000	Small peptides	0.998	Tripeptides	0.955	Oligopeptides	0.998	Peptides	1.000	Amino acids, peptides, and analogues	0.999	Carboxylic acids and derivatives	1.000	Organic acids and derivatives	1.000	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Amino fatty acids; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Heterocyclic fatty acids; Pyrrolidinecarboxamides; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; N-acylpyrrolidines; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Glutamine and derivatives; Proline and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	357.213	49	567749816017681998	567749469677212502	1747
